record_type,run_name,relative_path,target,completion,retention_class,retention_reason,config_relative_path,architecture_label,frame_count,canvas_size,active_size,lane_grid,lane_size,lane_pitch,parallel_expert_size,parallel_expert_pitch,serial_expert_size,top_k,alpha_min,alpha_initial,alpha_max,unmodulated_power_fraction_eval,router_noise_std,phase_learning_rate,router_phase_learning_rate,epochs,batch_size,test_interval_epochs,best_epoch,best_test_srcc,final_test_srcc,final_test_krcc,final_test_plcc,final_test_rmse,final_test_mae,optical_off_srcc,optical_srcc_delta,formal_checkpoint_relative_path,formal_checkpoint_sha256,vision_router_implementation,vision_router_selected_share,language_router_selected_share,run_size_bytes,pt_count,pt_size_bytes,phase_snapshot_count,phase_snapshot_size_bytes,latest_mtime_utc
run,lgvq_spatial_identity_q25_a40_warm_srcc_all50,runs/lgvq_spatial_identity_q25_a40_warm_srcc_all50,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_warm_srcc_all50.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.002,0.003,60,128,1,0,0.6230316232927742,0.6230316232927742,0.4513888756472308,0.6632533349325163,8.572441101074219,6.777920246124268,0.5421517636814432,0.08087985961133093,runs/lgvq_spatial_identity_q25_a40_warm_srcc_all50/best_observed_test_checkpoint.pt,8695c45f430efa32e4b9bad1832d9cc6c4cf5f4c35fb2781e8c2ea6b4e99c3e4,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",458974,0,0,0,0,2026-09-03T13:31:01.492140+00:00
run,lgvq_spatial_identity_q25_a40_warm_srcc_readout,runs/lgvq_spatial_identity_q25_a40_warm_srcc_readout,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_identity_q25_a40_warm_srcc_readout.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha40_no_attention_v1_spatialgrid_v1_qualityidentity_v1_qwentrim25_v1,4,518,478,2,232,246,109,123,109,2,0.4,0.52,0.9,0.2,0.03,0.01,0.015,60,128,1,0,0.6230545886446198,0.6230545886446198,0.45140175021763473,0.6632541238253861,8.572431564331055,6.777914524078369,0.5421543192243554,0.0809002694202644,runs/lgvq_spatial_identity_q25_a40_warm_srcc_readout/best_observed_test_checkpoint.pt,9affc345d0164a2350ff6ed21f74fb1e43a9fc03ee98a9f03a3ed8ffaa555911,optical_parallel16_energy_top2,"[0.23969534039497375,0.19802866876125336,0.36984768509864807,0.192428320646286]","[0.5,0.0,0.5,0.0]",456107,0,0,0,0,2026-09-03T13:27:27.602890+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20,runs/lgvq_spatial_qwenfront_o2_4f109_dc20,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial.yaml,qwenfront_spatial_o2_4f49_vexpert109_alpha50_no_attention_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.01,0.015,120,64,5,50,0.48966035971596555,0.48966035971596555,0.3416074138128606,0.5247391294130318,10.032986640930176,7.987234592437744,0.4815316611934927,0.008128698522472833,runs/lgvq_spatial_qwenfront_o2_4f109_dc20/best_observed_test_checkpoint.pt,5c3533b73408d2976ffbe1b61c589a0a3e4459d84460eff84496cb90922f330f,optical_parallel16_energy_top2,"[0.0,0.5,0.0,0.5]","[0.0,0.5,0.5,0.0]",402784,0,0,0,0,2026-09-03T09:10:11.691699+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_batch8_probe_20260903,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_batch8_probe_20260903,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial.yaml,qwenfront_spatial_o2_4f49_vexpert109_alpha50_no_attention_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.01,0.015,120,8,5,,0.43059565043369796,0.43059565043369796,0.29731889162331754,0.4580261705456986,10.248082160949707,8.232987403869629,,,,,optical_parallel16_energy_top2,"[0.0051523298025131226,0.5,0.0,0.49484768509864807]","[0.0,0.5,0.5,0.0]",17162,0,0,0,0,2026-09-03T08:52:45.796330+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_highres14,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_highres14,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_highres.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgrid_v1_qualityconv_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.012,0.018,120,32,5,,0.513169144308514,0.513169144308514,0.3592970735478699,0.5617226902006188,9.65151309967041,7.6481242179870605,,,,,optical_parallel16_energy_top2,"[0.34117382764816284,0.125,0.375,0.15882615745067596]","[0.5,0.0,0.0,0.5]",107416,0,0,0,0,2026-09-03T09:52:11.135420+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_highres14_balanced,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_highres14_balanced,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_highres_balanced.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgrid_v1_qualityconv_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.01,0.015,120,32,5,,0.5204700285862885,0.5204700285862885,0.36659169717079276,0.5738318622278512,9.385659217834473,7.427908420562744,,,,,optical_parallel16_energy_top2,"[0.25,0.25,0.25,0.25]","[0.5,0.5,0.0,0.0]",87323,0,0,0,0,2026-09-03T09:52:15.299261+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_highres14_quality,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_highres14_quality,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_highres_quality.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgrid_v1_qualityconv_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.012,0.018,120,32,5,,0.5075105852168208,0.5075105852168208,0.3554990752787085,0.5559807353282231,9.99125862121582,7.957691192626953,,,,,optical_parallel16_energy_top2,"[0.2405913919210434,0.12634408473968506,0.3631272315979004,0.26993727684020996]","[0.5,0.5,0.0,0.0]",107397,0,0,0,0,2026-09-03T09:52:18.291146+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_multiscale_warm_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_multiscale_warm_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_multiscale_warm_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialmultiscale_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6007918038935652,0.6007918038935652,0.4319740234780939,0.6435395031895014,9.212899208068848,7.194507122039795,,,,,optical_parallel16_energy_top2,"[0.254928320646286,0.245071679353714,0.25,0.25]","[0.0,0.5,0.0,0.5]",33690,0,0,0,0,2026-09-03T10:11:39.609885+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_multiscale_warm_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_multiscale_warm_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_multiscale_warm_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialmultiscale_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.008,0.012,80,32,5,,0.5955490385405524,0.5955490385405524,0.42910299427801596,0.6468298399109399,8.903240203857422,6.972804069519043,,,,,optical_parallel16_energy_top2,"[0.25,0.3147401511669159,0.1852598637342453,0.25]","[0.0,0.5,0.0,0.5]",36830,0,0,0,0,2026-09-03T10:11:42.877790+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r050_rank,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r050_rank,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r050_rank.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax500_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6067356858979641,0.6067356858979641,0.43828256297602297,0.652187677873499,8.984587669372559,7.081130027770996,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",36104,0,0,0,0,2026-09-03T11:21:51.017749+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r075_fast,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r075_fast,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r075_fast.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax750_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6065331418549941,0.6065331418549941,0.43807656984956,0.6521885755526722,9.04702377319336,7.137484073638916,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",36501,0,0,0,0,2026-09-03T11:21:54.009825+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r100_kd1,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r100_kd1,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r100_kd1.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax1000_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6063024868399902,0.6063024868399902,0.4377418310190576,0.6521120767892613,8.781572341918945,6.900825500488281,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",36099,0,0,0,0,2026-09-03T11:21:51.277755+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r100_rank,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r100_rank,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r100_rank.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax1000_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6059975138743519,0.6059975138743519,0.4373555939069395,0.6525999687068587,8.769620895385742,6.9075493812561035,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",40764,0,0,0,0,2026-09-03T11:21:54.481838+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r200_kd2,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r200_kd2,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r200_kd2.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax2000_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6063240362829252,0.6063240362829252,0.43761308531501825,0.6521973165149347,8.748658180236816,6.879408359527588,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",36529,0,0,0,0,2026-09-03T11:21:49.133700+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r200_rank,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_pyramid_r200_rank,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_pyramid_r200_rank.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialpyramidresidual_rmax2000_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.6058017040322989,0.6058017040322989,0.43739421761815134,0.651956386684696,8.656458854675293,6.806682109832764,,,,,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",39907,0,0,0,0,2026-09-03T11:21:50.793743+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_readout_only_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.004,0.006,80,32,5,,0.5442750054290797,0.5442750054290797,0.38420936727948785,0.5885999432631983,9.180715560913086,7.285261631011963,,,,,optical_parallel16_energy_top2,"[0.5,0.14986559748649597,0.35013440251350403,0.0]","[0.5,0.5,0.0,0.0]",33349,0,0,0,0,2026-09-03T10:24:12.089868+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r008_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r008_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_readout_only_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax080_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.004,0.006,80,32,5,70,0.6041593878332391,0.57117022972387,0.4059545166917374,0.6153649687310183,9.224832534790039,7.279147148132324,0.4529507110044996,0.11821951871937042,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r008_best/best_observed_test_checkpoint.pt,4c2b216a32512369a71e1fc0c2e3907b0ea5db3dad1b536e58d2d10116f90de2,optical_parallel16_energy_top2,"[0.5,0.14986559748649597,0.35013440251350403,0.0]","[0.5,0.5,0.0,0.0]",352388,0,0,0,0,2026-09-03T10:50:34.946996+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r012_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r012_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_readout_only_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax120_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,60,0.6056523774437562,0.5451722081974281,0.3878142469925902,0.6055800623557067,9.143349647521973,7.2396721839904785,0.5270953336677556,0.018076874529672438,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_r012_seed42/best_observed_test_checkpoint.pt,99be0b51db98728e93e648f3a12bb30e1cc65b74744aa9bca64b50fdc16ee5ee,optical_parallel16_energy_top2,"[0.5,0.05801971256732941,0.4419802725315094,0.0]","[0.5,0.5,0.0,0.0]",356081,0,0,0,0,2026-09-03T10:50:32.870912+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_readout_only_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_readout_only_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.528884524515537,0.528884524515537,0.3712704240235313,0.5843671854101488,9.329996109008789,7.385251045227051,,,,,optical_parallel16_energy_top2,"[0.5,0.05801971256732941,0.4419802725315094,0.0]","[0.5,0.5,0.0,0.0]",33766,0,0,0,0,2026-09-03T10:24:12.986020+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.004,0.006,80,32,5,,0.5463215463549879,0.5463215463549879,0.3842479909906997,0.6119067259981907,9.173229217529297,7.253289222717285,,,,,optical_parallel16_energy_top2,"[0.5,0.14986559748649597,0.35013440251350403,0.0]","[0.5,0.5,0.0,0.0]",33152,0,0,0,0,2026-09-03T10:24:10.405581+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r008_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r008_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax080_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.004,0.006,80,32,5,0,0.6057403019336799,0.3574856427718642,0.24533137633222019,0.3608264214287617,11.351042747497559,9.08962631225586,-0.11670943459883266,0.4741950773706968,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r008_best/best_observed_test_checkpoint.pt,0399c661fdc561cac63de6d67fff86bdf2ea03deb88e22950ab704c89d3b5c36,optical_parallel16_energy_top2,"[0.5,0.14986559748649597,0.35013440251350403,0.0]","[0.5,0.5,0.0,0.0]",364306,0,0,0,0,2026-09-03T10:50:34.958997+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r012_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r012_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax120_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,0,0.6056523774437562,0.15821221124822693,0.10547491803425331,0.16879482042532776,11.719728469848633,9.569450378417969,0.03768690213481939,0.12052530911340753,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r012_seed42/best_observed_test_checkpoint.pt,06607f8c9b11f1b77bc1f19c6f45430538cf2f101932e45f45ecbd8c3f2d2c01,optical_parallel16_energy_top2,"[0.5,0.05801971256732941,0.4419802725315094,0.0]","[0.5,0.5,0.0,0.0]",355507,0,0,0,0,2026-09-03T10:50:33.702945+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r030_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r030_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_r030_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax300_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,32,5,55,0.6085775071159905,0.6085775071159905,0.44053561279671194,0.6561995025561423,8.792130470275879,6.882873058319092,0.5350166533363434,0.07356085377964705,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r030_seed42/best_observed_test_checkpoint.pt,569b2cefb7395b8fa720db5ab8b47f4376d8a845cf0a3a88e3f143fd0595ca44,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386790,0,0,0,0,2026-09-03T10:59:52.196209+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r050_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r050_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_r050_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax500_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,32,5,20,0.6072329116661966,0.6072329116661966,0.438488556102486,0.6528381660732341,8.771465301513672,6.873017311096191,0.5384214998544256,0.06881141181177108,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_r050_seed42/best_observed_test_checkpoint.pt,8cfef22f5b411c4e6258ba5102ed315b566ab867e08007107137a9643234dca5,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386803,0,0,0,0,2026-09-03T11:00:07.492143+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_only_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_only_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,80,32,5,,0.5400229964356182,0.5400229964356182,0.38106797210092724,0.6055546508077722,9.038387298583984,7.16396427154541,,,,,optical_parallel16_energy_top2,"[0.5,0.05801971256732941,0.4419802725315094,0.0]","[0.5,0.5,0.0,0.0]",34002,0,0,0,0,2026-09-03T10:24:13.422094+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r030_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r030_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_rank_r030_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax300_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,64,5,10,0.6070059172937426,0.6070059172937426,0.4382568138352151,0.6525973594196433,8.930908203125,6.99570369720459,0.5314550208071643,0.07555089648657831,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r030_seed42/best_observed_test_checkpoint.pt,4dbfe9c80aae21e4db1013fbc0e0cc74f92531300f3de038ebac550c4c384f95,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386771,0,0,0,0,2026-09-03T11:03:56.048676+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r050_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r050_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_rank_r050_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax500_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,64,5,5,0.6065381148033636,0.6065381148033636,0.43816669184238755,0.653461962490982,8.741508483886719,6.88421106338501,0.5347517402325713,0.07178637457079229,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r050_seed42/best_observed_test_checkpoint.pt,bcfd712f49db733df8495bfe1a7864b24be67955d7408b89220465eb6f03650b,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386878,0,0,0,0,2026-09-03T11:03:50.396633+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r075_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r075_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_rank_r075_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax750_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,64,5,20,0.6070108902421123,0.6070108902421123,0.4389262914962198,0.6536587395536383,8.791022300720215,6.9253339767456055,0.5355090097592974,0.07150188048281492,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r075_seed42/best_observed_test_checkpoint.pt,806eeeee9e90612fe53641f848ea042239b9c1c7807c33e6d0d641f45f49df43,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386700,0,0,0,0,2026-09-03T11:02:51.648269+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r100_seed42,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r100_seed42,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_rank_r100_seed42.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_rmax1000_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.006,0.009,100,64,5,40,0.6072349491936536,0.6072349491936536,0.4390164134890474,0.6536387275507207,8.820791244506836,6.956086158752441,0.5357491962586762,0.07148575293497739,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_rank_r100_seed42/best_observed_test_checkpoint.pt,9dec3a236ab32b323caff592af01cc6086100941041e1be0e7fc846e372303b2,optical_parallel16_energy_top2,"[0.25,0.13351254165172577,0.375,0.24148745834827423]","[0.5,0.0,0.0,0.5]",386859,0,0,0,0,2026-09-03T11:03:56.028676+00:00
run,lgvq_spatial_qwenfront_o2_4f109_dc20_residual_warm_best,runs/lgvq_spatial_qwenfront_o2_4f109_dc20_residual_warm_best,spatial,complete,metrics_only,exploratory checkpoint pruned; configs/logs/metrics/figures retained,configs/release/spatial_residual_warm_best.yaml,qwenfront_spatial_o2_4f196_vexpert109_alpha50_no_attention_v1_spatialgridresidual_v1,4,518,478,2,232,246,109,123,109,2,0.5,0.57,0.9,0.2,0.03,0.004,0.006,60,32,5,,0.5898999073301433,0.5898999073301433,0.42391454240522936,0.6454809529928628,8.808164596557617,6.970966815948486,,,,,optical_parallel16_energy_top2,"[0.2504480183124542,0.24955196678638458,0.25,0.25]","[0.0,0.5,0.0,0.5]",28657,0,0,0,0,2026-09-03T10:17:29.700701+00:00
